ITEM_CODE,DRUG_NAME,FORM/STRENGTH,ATC5_Code,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07
08751N,AMINO ACID FORMULA with VITAMINS and MINERALS without PHENYLALANINE,"Sachets containing oral powder 19 g, 30",V06DX,914.30,914.30,914.30,914.30,914.30,914.30,914.30,914.30,914.35,914.35,914.35,914.35,914.35,914.35,914.35,914.35,914.54,914.54,914.54,914.54,914.75,914.75,914.75,914.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08752P,MESALAZINE,Suppository 1 g,A07EC02,130.06,130.06,130.06,130.06,130.06,130.06,130.06,130.06,130.11,130.11,130.11,130.11,130.11,130.11,130.11,130.11,130.30,130.30,130.30,130.30,126.45,126.45,126.45,126.45,126.45,126.45,126.45,126.45,126.45,126.45,126.45,126.62,126.74,126.74,126.74,126.74,126.74,126.74,126.74,126.74,126.74,126.74,126.74,127.11,127.29,127.29,127.29,127.29,127.29,127.29,127.29,127.29,127.29,127.29,127.29,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,127.72,136.39,136.39,136.39,136.39,136.39,136.39,136.39,136.39,136.39,136.39,136.49
08753Q,MESALAZINE,"Enemas 1 g in 100 mL, 7",A07EC02,344.94,344.94,344.94,344.94,344.94,344.94,344.94,344.94,344.99,344.99,344.99,344.99,344.99,344.99,344.99,344.99,345.18,345.18,345.18,345.18,334.95,334.95,334.95,334.95,334.95,334.95,334.95,334.95,334.95,334.95,334.95,335.12,335.24,335.24,335.24,335.24,335.24,335.24,335.24,335.24,335.24,335.24,335.24,335.61,335.79,335.79,335.79,335.79,335.79,335.79,335.79,335.79,335.79,335.79,335.79,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.32
08754R,AMINO ACID SYNTHETIC FORMULA,Oral powder 400 g (Neocate Advance),V06DB,370.70,370.70,370.70,370.70,370.70,370.70,370.70,370.70,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.94,370.94,370.94,370.94,371.15,371.15,371.15,371.15,371.15,371.15,371.15,371.15,371.15,371.15,371.15,371.32,360.16,360.16,360.16,360.16,360.16,360.16,360.16,360.16,360.16,360.16,360.16,360.53,360.71,360.71,360.71,360.71,360.71,360.71,360.71,360.71,360.71,360.71,360.71,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.24
08755T,AMINO ACID SYNTHETIC FORMULA,Oral powder 400 g (Neocate Advance),V06DB,370.70,370.70,370.70,370.70,370.70,370.70,370.70,370.70,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.75,370.94,370.94,370.94,370.94,371.15,371.15,371.15,371.15,371.15,371.15,371.15,371.15,371.15,371.15,371.15,371.32,360.16,360.16,360.16,360.16,360.16,360.16,360.16,360.16,360.16,360.16,360.16,360.53,360.71,360.71,360.71,360.71,360.71,360.71,360.71,360.71,360.71,360.71,360.71,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.14,361.24
08756W,GALANTAMINE,Tablet equivalent to 12 mg galantamine,N06DA04,191.70,191.70,191.70,191.70,191.70,191.70,191.70,191.70,191.75,191.75,191.75,191.75,191.75,191.75,191.75,191.75,192.35,192.35,192.35,192.35,186.50,186.50,186.50,186.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08757X,EZETIMIBE,Tablet 10 mg,C10AX09,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.45,71.45,71.45,71.45,71.45,71.45,71.45,71.45,71.64,71.64,71.64,71.64,69.70,69.70,69.70,69.70,69.70,69.70,69.70,69.70,69.7,69.7,69.7,69.87,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,69.99,70.36,70.54,70.54,70.54,70.54,70.54,70.54,70.54,70.54,70.54,70.54,70.54,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,70.97,71.07
08758Y,TRANDOLAPRIL,Capsule 4 mg,C09AA10,36.48,36.48,36.48,36.48,36.48,36.48,36.48,36.48,36.53,36.53,36.53,36.53,36.53,36.53,36.53,36.53,36.72,36.72,36.72,36.72,32.07,32.07,32.07,32.07,32.07,32.07,32.07,32.07,32.07,32.07,32.07,32.24,32.36,32.36,32.36,32.36,30.04,30.04,30.04,30.04,30.04,30.04,30.04,30.41,25.28,25.28,25.28,25.28,24.23,24.23,24.23,24.23,24.23,24.23,24.23,24.66,24.66,24.66,24.66,24.66,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,23.6,23.6,22.74,22.74,22.74,22.74,22.74,22.74,22.74,22.74,22.74,22.74,22.74,22.74,22.74,22.74,19.39,19.39,19.39,19.49
08759B,GLUCOSE INDICATOR BLOOD,"Test strips, 50 (CareSens)",V04CA02,52.72,52.72,52.72,52.72,52.72,52.72,52.72,52.72,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.96,52.96,52.96,52.96,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.8,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,52.29,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.18,53.28
08760C,CAPTOPRIL,"Oral solution 5 mg per mL, 95 mL",C09AA01,48.95,48.95,48.95,48.95,48.95,48.95,48.95,48.95,49.00,49.00,49.00,49.00,61.61,61.61,61.61,61.61,61.80,61.80,61.80,61.80,53.30,53.30,53.30,53.30,53.30,53.30,53.30,53.30,53.3,53.3,53.3,53.47,53.59,53.59,53.59,53.59,60.46,60.46,60.46,60.46,60.46,60.46,60.46,60.83,111.39,111.39,111.39,111.39,111.39,111.39,111.39,111.39,111.39,111.39,111.39,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.82,111.92
08761D,ESTRADIOL,"Transdermal patches 390 micrograms, 8",G03CA03,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.38,16.38,16.38,16.38,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.39,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.88,17.33,17.33,17.33,17.33,17.33,17.33,17.33,17.33,17.33,17.33,17.33,17.76,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.31,17.31,17.31,17.31,17.31,17.31,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.19
08762E,ESTRADIOL,"Transdermal patches 585 micrograms, 8",G03CA03,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.38,16.38,16.38,16.38,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.39,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.88,17.33,17.33,17.33,17.33,17.33,17.33,17.33,17.33,17.33,17.33,17.33,17.76,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.31,17.31,17.31,17.31,17.31,17.31,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.19
08763F,ESTRADIOL,"Transdermal patches 780 micrograms, 8",G03CA03,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.14,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.38,16.38,16.38,16.38,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.39,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.88,17.33,17.33,17.33,17.33,17.33,17.33,17.33,17.33,17.33,17.33,17.33,17.76,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.53,17.31,17.31,17.31,17.31,17.31,17.31,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.19
08764G,ESTRADIOL,"Transdermal patches 1.17 mg, 8",G03CA03,18.32,18.32,18.32,18.32,18.32,18.32,18.32,18.32,18.37,18.37,18.37,18.37,18.37,18.37,18.37,18.37,18.56,18.56,18.56,18.56,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.5,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.99,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.92,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.39,19.39,19.39,19.39,19.39,19.39,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.23
08765H,ESTRADIOL,"Transdermal patches 1.56 mg, 8",G03CA03,18.32,18.32,18.32,18.32,18.32,18.32,18.32,18.32,18.37,18.37,18.37,18.37,18.37,18.37,18.37,18.37,18.56,18.56,18.56,18.56,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.5,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.62,18.99,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.49,19.92,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.39,19.39,19.39,19.39,19.39,19.39,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.13,19.23
08766J,GLUCOSE INDICATOR BLOOD,"Electrode strips, 50 (GlucoCare Super Sensor)",V04CA02,52.72,52.72,52.72,52.72,52.72,52.72,52.72,52.72,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.96,52.96,52.96,52.96,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.63,51.8,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,52.29,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,52.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08767K,CROMOLYN,"Pressurised inhalation containing sodium cromoglycate 1 mg per dose, 200 doses (CFC-free formulation)",R03BC01,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.10,28.10,28.10,28.10,28.10,28.10,28.10,28.10,28.29,28.29,28.29,28.29,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.93,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.05,28.42,29.15,29.15,29.15,29.15,31.35,31.35,31.35,31.35,31.35,31.35,31.35,31.78,31.27,31.27,31.27,31.27,31.27,31.27,31.27,31.27,31.27,31.27,31.27,31.27,30.78,30.78,30.78,30.78,30.78,30.78,30.29,30.29,30.29,30.29,30.29,30.29,30.29,30.29,30.29,30.29,30.29,30.29,30.29,30.29,30.29,30.29,30.29,30.39
08768L,MESALAZINE,"Rectal foam 1 g per applicatorful, 14 applications, aerosol 80 g",A07EC02,344.94,344.94,344.94,344.94,344.94,344.94,344.94,344.94,344.99,344.99,344.99,344.99,344.99,344.99,344.99,344.99,345.18,345.18,345.18,345.18,334.95,334.95,334.95,334.95,334.95,334.95,334.95,334.95,334.95,334.95,334.95,335.12,335.24,335.24,335.24,335.24,335.24,335.24,335.24,335.24,335.24,335.24,335.24,335.61,335.79,335.79,335.79,335.79,335.79,335.79,335.79,335.79,335.79,335.79,335.79,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.22,336.32
08769M,GEFITINIB,Tablet 250 mg,L01EB01,4286.04,4286.04,4286.04,4286.04,4286.04,4286.04,4286.04,4286.04,4286.09,4286.09,4286.09,4286.09,4286.09,4286.09,4286.09,4286.09,4286.28,4286.28,4286.28,4286.28,3820.09,3820.09,3820.09,3820.09,3820.09,3820.09,3820.09,3820.09,3820.09,3820.09,3820.09,3820.26,3820.38,3820.38,3820.38,3820.38,3820.38,3820.38,3820.38,3820.38,3820.38,3820.38,3820.38,3820.75,3850.93,3850.93,3850.93,3850.93,3850.93,3850.93,3850.93,3850.93,3850.93,3850.93,3850.93,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.36,3851.46
08770N,GALANTAMINE,Capsule (prolonged release) 8 mg (as hydrobromide),N06DA04,132.30,132.30,132.30,132.30,132.30,132.30,132.30,132.30,132.35,132.35,132.35,132.35,132.35,132.35,132.35,132.35,133.50,133.50,133.50,133.50,129.55,129.55,129.55,129.55,129.55,129.55,129.55,129.55,129.55,129.55,129.55,129.72,129.84,129.84,129.84,129.84,129.84,129.84,129.84,129.84,129.84,129.84,129.84,130.21,130.39,130.39,130.39,130.39,130.39,130.39,130.39,130.39,130.39,130.39,130.39,130.82,130.82,130.82,130.82,130.82,130.82,130.82,130.82,130.82,130.82,130.82,130.82,130.82,115.27,115.27,115.27,115.27,115.27,115.27,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,113.09,94.37,94.37,94.37,94.47
08771P,GALANTAMINE,Capsule (prolonged release) 16 mg (as hydrobromide),N06DA04,158.70,158.70,158.70,158.70,158.70,158.70,158.70,158.70,158.75,158.75,158.75,158.75,158.75,158.75,158.75,158.75,162.19,162.19,162.19,162.19,157.32,157.32,157.32,157.32,157.32,157.32,157.32,157.32,157.32,157.32,157.32,157.49,157.61,157.61,157.61,157.61,157.61,157.61,157.61,157.61,157.61,157.61,157.61,157.98,158.16,158.16,158.16,158.16,158.16,158.16,158.16,158.16,158.16,158.16,158.16,158.59,158.59,158.59,158.59,158.59,158.59,158.59,158.59,158.59,158.59,158.59,158.59,158.59,139.58,139.58,139.58,139.58,139.58,139.58,136.91,136.91,136.91,136.91,136.91,136.91,136.91,136.91,136.91,136.91,136.91,136.91,136.91,136.91,114.01,114.01,114.01,114.11
08772Q,GALANTAMINE,Capsule (prolonged release) 24 mg (as hydrobromide),N06DA04,191.70,191.70,191.70,191.70,191.70,191.70,191.70,191.70,191.75,191.75,191.75,191.75,191.75,191.75,191.75,191.75,192.35,192.35,192.35,192.35,186.50,186.50,186.50,186.50,186.50,186.50,186.50,186.50,186.5,186.5,186.5,186.67,186.79,186.79,186.79,186.79,186.79,186.79,186.79,186.79,186.79,186.79,186.79,187.16,187.34,187.34,187.34,187.34,187.34,187.34,187.34,187.34,187.34,187.34,187.34,187.77,187.77,187.77,187.77,187.77,187.77,187.77,187.77,187.77,187.77,187.77,187.77,187.77,165.1,165.1,165.1,165.1,165.1,165.1,161.93,161.93,161.93,161.93,161.93,161.93,161.93,161.93,161.93,161.93,161.93,161.93,161.93,161.93,134.64,134.64,134.64,134.74
08773R,ANAKINRA,Injection 100 mg in 0.67 mL single use pre-filled syringe,L04AC03,1433.28,1433.28,1433.28,1433.28,1433.28,1433.28,1433.28,1433.28,1433.33,1433.33,1433.33,1433.33,1433.33,1433.33,1433.33,1433.33,1433.52,1433.52,1433.52,1433.52,1351.36,1351.36,1351.36,1351.36,1351.36,1351.36,1351.36,1351.36,1351.36,1351.36,1351.36,1351.53,1351.65,1351.65,1351.65,1351.65,1351.65,1351.65,1351.65,1351.65,1351.65,1351.65,1351.65,1352.02,1364.45,1364.45,1364.45,1364.45,1364.45,1364.45,1364.45,1364.45,1364.45,1364.45,1364.45,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,,,,,,,,,,,,,,,,,,,,
08774T,ANAKINRA,Injection 100 mg in 0.67 mL single use pre-filled syringe,L04AC03,1433.28,1433.28,1433.28,1433.28,1433.28,1433.28,1433.28,1433.28,1433.33,1433.33,1433.33,1433.33,1433.33,1433.33,1433.33,1433.33,1433.52,1433.52,1433.52,1433.52,1351.36,1351.36,1351.36,1351.36,1351.36,1351.36,1351.36,1351.36,1351.36,1351.36,1351.36,1351.53,1351.65,1351.65,1351.65,1351.65,1351.65,1351.65,1351.65,1351.65,1351.65,1351.65,1351.65,1352.02,1364.45,1364.45,1364.45,1364.45,1364.45,1364.45,1364.45,1364.45,1364.45,1364.45,1364.45,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,1364.88,,,,,,,,,,,,,,,,,,,,
08775W,FONDAPARINUX,Injection containing fondaparinux sodium 2.5 mg in 0.5 mL single dose pre-filled syringe,B01AX05,120.20,120.20,120.20,120.20,120.20,120.20,120.20,120.20,120.25,120.25,120.25,120.25,120.25,120.25,120.25,120.25,120.44,120.44,120.44,120.44,116.92,116.92,116.92,116.92,116.92,116.92,116.92,116.92,116.92,116.92,116.92,117.09,117.21,117.21,117.21,117.21,117.21,117.21,117.21,117.21,117.21,117.21,117.21,117.58,140.11,140.11,140.11,140.11,140.11,140.11,140.11,140.11,140.11,140.11,140.11,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.54,140.64
08776X,OMEPRAZOLE,Tablet 20 mg,A02BC01,43.67,43.67,43.67,43.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08777Y,OMEPRAZOLE,Tablet 20 mg,A02BC01,43.67,43.67,43.67,43.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08778B,ETANERCEPT,Injection set containing 4 vials powder for injection 25 mg and 4 pre-filled syringes solvent 1 mL,L04AB01,,,,,2830.04,2830.04,2830.04,2830.04,2830.09,2830.09,2830.09,2830.09,2830.09,2830.09,2830.09,2830.09,2830.28,2830.28,2830.28,2830.28,2674.01,2674.01,2674.01,2674.01,2674.01,2674.01,2674.01,1797.73,1797.73,1797.73,1797.73,1797.9,1798.02,1798.02,1798.02,1798.02,1798.02,1798.02,1798.02,1798.02,1798.02,1798.02,1798.02,1798.39,1828.57,1828.57,1828.57,1828.57,1828.57,1828.57,1828.57,1828.57,1828.57,1828.57,1828.57,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.1
08779C,ETANERCEPT,Injection set containing 4 vials powder for injection 25 mg and 4 pre-filled syringes solvent 1 mL,L04AB01,,,,,1888.26,1888.26,1888.26,1888.26,1888.31,1888.31,1888.31,1888.31,1888.31,1888.31,1888.31,1888.31,1888.50,1888.50,1888.50,1888.50,1797.73,1797.73,1797.73,1797.73,1797.73,1797.73,1797.73,1797.73,1797.73,1797.73,1797.73,1797.9,1798.02,1798.02,1798.02,1798.02,1798.02,1798.02,1798.02,1798.02,1798.02,1798.02,1798.02,1798.39,1828.57,1828.57,1828.57,1828.57,1828.57,1828.57,1828.57,1828.57,1828.57,1828.57,1828.57,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.0,1829.1
08780D,RISPERIDONE,"I.M. injection (modified release), set containing 1 vial powder for injection 25 mg and 1 pre-filled syringe diluent 2 mL",N05AX08,,,,,329.32,329.32,329.32,329.32,329.37,329.37,329.37,329.37,329.37,329.37,329.37,329.37,329.56,329.56,329.56,329.56,319.87,319.87,319.87,319.87,319.87,319.87,319.87,319.87,319.87,319.87,319.87,320.04,320.16,320.16,320.16,320.16,320.16,320.16,320.16,320.16,320.16,320.16,320.16,320.53,320.71,320.71,320.71,320.71,320.71,320.71,320.71,320.71,320.71,320.71,320.71,321.14,315.2,315.2,315.2,315.2,315.2,315.2,315.2,315.2,315.2,315.2,315.2,315.2,309.38,309.38,309.38,309.38,309.38,309.38,303.68,303.68,303.68,303.68,303.68,303.68,303.68,298.4,298.4,298.4,277.1,277.1,277.1,277.1,277.1,277.1,277.1,277.2
08781E,RISPERIDONE,"I.M. injection (modified release), set containing 1 vial powder for injection 37.5 mg and 1 pre-filled syringe diluent 2 mL",N05AX08,,,,,421.56,421.56,421.56,421.56,421.61,421.61,421.61,421.61,421.61,421.61,421.61,421.61,421.80,421.80,421.80,421.80,409.13,409.13,409.13,409.13,409.13,409.13,409.13,409.13,409.13,409.13,409.13,409.3,409.42,409.42,409.42,409.42,409.42,409.42,409.42,409.42,409.42,409.42,409.42,409.79,409.97,409.97,409.97,409.97,409.97,409.97,409.97,409.97,409.97,409.97,409.97,410.4,402.68,402.68,402.68,402.68,402.68,402.68,402.68,402.68,402.68,402.68,402.68,402.68,395.12,395.12,395.12,395.12,395.12,395.12,387.7,387.7,387.7,387.7,387.7,387.7,387.7,380.84,380.84,380.84,353.44,353.44,353.44,353.44,353.44,353.44,353.44,353.54
08782F,RISPERIDONE,"I.M. injection (modified release), set containing 1 vial powder for injection 50 mg and 1 pre-filled syringe diluent 2 mL",N05AX08,,,,,514.50,514.50,514.50,514.50,514.55,514.55,514.55,514.55,514.55,514.55,514.55,514.55,514.74,514.74,514.74,514.74,498.49,498.49,498.49,498.49,498.49,498.49,498.49,498.49,498.49,498.49,498.49,498.66,498.78,498.78,498.78,498.78,498.78,498.78,498.78,498.78,498.78,498.78,498.78,499.15,499.33,499.33,499.33,499.33,499.33,499.33,499.33,499.33,499.33,499.33,499.33,499.76,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,489.9,480.22,480.22,480.22,480.22,480.22,480.22,470.88,470.88,470.88,470.88,470.88,470.88,470.88,462.44,462.44,462.44,428.98,428.98,428.98,428.98,428.98,428.98,428.98,429.08
08783G,DIPHTHERIA + TETANUS VACCINE,Injection 0.5 mL in pre-filled syringe,J07AM51,,,,,21.89,21.89,21.89,21.89,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94,27.71,27.71,27.71,27.71,27.20,27.20,27.20,27.20,27.20,27.20,27.20,27.20,74.07,74.07,74.07,74.24,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.36,74.73,74.91,74.91,74.91,74.91,74.91,74.91,74.91,74.91,74.91,74.91,74.91,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.34,75.44
08784H,PARACETAMOL,Tablet 500 mg,N02BE01,,,,,13.73,13.73,13.73,13.73,13.78,13.78,13.78,13.78,12.67,12.67,12.67,12.67,12.86,12.86,12.86,12.86,12.80,12.80,12.80,12.80,12.80,12.80,12.80,12.80,12.8,12.8,12.8,12.97,13.09,13.09,13.09,13.09,13.09,13.09,13.09,13.09,13.09,13.09,13.09,13.46,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,11.99,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.42,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.22
